content,score,thumbsUpCount
"Setelah di update knp gk bisa di akses lgi. Mau buka aplikasi BRIMO sllu kmbali ke menu utama Hp, terus sja bgtu.",1,0
"Setelah update tidak bisa dibuka sama sekali, alasan jaringan, padahal jaringan sangat bagus, perbaiki nanti saya koreksi bintangnya. #sudah diperbaiki bisa login kembali, bintang sudah diubah jd 5 biji. Trims",5,664
Status SMS notifikasi tidak aktif. Status notifikas WA juga tidak aktif. Tapi saldo saya terkena potongan saldo. Tertulis biaya sms notifikasi 27 kali. Padahal satupun notifikasi sms tidak ada yg masuk. Saya chat Sabrina via WA gak ada solusi. Malah bilang saldo tidak dapat dikembalikan. Sangat kecewa dengan BRI.,1,55
"Aplikasi brimo sangat membantu disaat darurat tanpa harus mencari ATM untuk transaksi,, Tapi terkadang susah untuk login nya diklik/dipencet jg Lola padahal udh update aplikasi nya setiap saat agar nggak ketinggalan fitur terbaru ny..Untuk keseluruhan nya sihh oke lah",4,48
Baru mau aktifin aplikasi..ke daftar pakai KTP..dan ada pilihan no hp..sdh Di isi ttp no Hp tidak sesuai..padahal waktu daftar pakai no itu juga..anehh,3,0
"Perasaan saldo gua banyak 39 rb an lebih dikit, kenapa pas beli pulsa yg harga di bawah segitu ada tulisan Saldo tidak cukup. Tolong dong jangan mempersulit",1,2
"Kemarin saya melakukan transaksi transfer dari Livin mandiri ke brimo tapi transferan saya tidak masuk di brimo padahal di Livin mandiri saya status transfer sukses dan saldo saya juga sudah terpotong,tolong beri tahu saya gimana caranya agar uang yang di transfer bisa benar benar masuk ke brimo",4,1
"Aplikasi buruk, top up pulsa saldonya terpotong tpi pulsanya gak masuk2 smpe 2 hari, emang niat buat nipu ni aplikasi mending top up di livin mandiri lebih cepat",1,0
"Sudah di download sudah di pasang, setiap mau di pake keluar dengan sendirinya Mulu. Jadi harus install & uninstall Mulu setiap mau transaksi.",3,0
"Mohon bantuan min, brimo saya sudah di nonaktif kan notifikasi SMS nya , tidak ada SMS notifikasi masuk namun potongan SMS masih ada.. Saya hubungi pihak bank pun mereka tidak tau juga solusi nya karna memang di aplikasi brimo pun notifikasi SMS tulisan nya non aktif",5,133
"aplikasinya ko gk lancar klo dibuka,blum login udah kmbli trs,dipecet kmbli lg,dibuka gk langsung lancar,apa ada yg salah diAPKnya,tlong donx pihak BRI di perbaiki",2,0
udh sebenar benar nya mau masuk eh malah susah lupa pin ko ga bsa gmna mau tarik uang nya kecewa saya dengan aplikasi ini elor ga bsa login pin udah di tulis sama ga bsa juga,1,0
akhir2 ini brimo saya sering mental2. tiap sedang bertransaksi tiba2 keluar. jadi sulit untuk di gunakan. mohon perbaikan nya. terimakasih,2,0
"Gak bisa cek saldo sudah 3 hari,habis di update malah gak bisa login ...knpa ini aplikasinya...dlu membanggakan kok sekarang agak mengecewakan???",5,0
"Baru kali ini update yang memuaskan sehingga saya kasih 5 bintang. Perubahan yang signifikan adalah aplikasi semakin smooth berjalan di hp ram 8gb, sinyal di apk stabil untuk daerah pedesaan, dan paling membuat saya senang adalah penambahan fitur ubah notifikasi sms dan whatsApp. Sehingga pengguna bisa mengatur sendiri limit transaksi untuk notifikasi sms maupun whatsApp tanpa harus repot ke Bank, notifikasi sms dan whatsApp juga bisa dinonaktifkan. Mantap👍🏻",5,730
"setelah d update gk bs masuk aplikasi selalu keluar dgn sendirinya🙏 setelah gagal saya coba hapus aplikasi dan download ulang ternyata berhasil bisa login lg,terima kasih responnya min🙏",5,1
"sering mendapati update, dan di update terbaru terjadi force close otomatis, sudah di re-instal bolak balik tetep trouble, mohon diperbaiki 🙏",4,2
"Makin updet makin busuk, ngk bisa login, minta signal lebih kwalits, klw yg lama signal setengah aja dah bisa d akses, bukannya tambah bagus malah kyk aplikasi gagal, dah dapat signal bagus tetap ngk bisa d akses, data sudah susui tetap tidak bisa di akses, bikin laporan ngk ada perubahan n penyelesaian.",1,63
Ini aplikasi dari dulu sampai sekarang sama saja ya..🤦🤦 Terkait unggah foto ktp tetap saja bermasalah..paling tidak kompoten,3,0
"Rugi aku donlowd aplikasi ini, setalah ku masuk kan uang kedalam aplikasi ini langsung di blokir dan tidak bisa masuk lagi otomatis rugiii banyak aku!!!!!!",1,4
"Mau komplain nih min, ini kenapa ya apknya suka tiba-tiba keluar sendiri?, setiap mau masuk ke menu langsung otomatis keluar sendiri. Tolong dong sarannya gimana supaya bisa normal kembali",4,1
cakep banget BRI..saat hari raya kaya gini qris sangat di butuhkan dan alhasil BRI..qrisnny sangat cepat dan sempurna tanpa loading senang rasany di tempat wisata pulau Bali qris BRI sangat sempurna..hatur nuhun pisan..,5,1
"Sistem bank paling ampas yg pernah saya temui, kalo misal ada gangguan, informasikan ke user dengan bahasa yg mudah dipahami bukan malahan pake bahasa teknis, lu kira semua user lu paham?",1,1
"hp saya cuma ram 2gb, klo keseringan harus update, ga cukup di penyimpanan hp nya. klo ga d update, aplikasi nya ga bisa d pake. 😕 sedangkan aplikasi nya d butuhkan bngt, buat keperluan transfer atw narik tunai d warung saya.",2,1
"Semenjak di update versi yang terbaru, brimo kurang nyaman.. ketika log in atau buka menu lancar.. giliran di pakai transfer sering gagal.. loading terus.. Tolong di cek dan diperbaiki, atau kembalikan ke versi sebelumnya yang sudah teruji lancar.",2,101
Tuh keluar notif lagi saldo berkurang 3000 dengan perincian sms.sms apaan tolong dijelaskan min ko sering bangett.lama lama jadi ga nyaman pake Brimo. Apa misal klo ga pake brimo cukup pake atm doang apa jg sama ada potongan saldo seperti ini terus..huhh bikin pusing.,1,5
"Aplikasi aneh,,habis transfer berhasil,beberapa jam kemudian mau login lagi ga bisa,udah dicoba berkali-kali tetep gak bisa.. Padahal akun sudah tersimpan digmail secara otomatis.. Mohon diperbaiki min,biar sama"" Nyaman",1,81
"Ini gimana sih, tiap update ada kendala Mulu, udah di kasih masukan juga kalo update tolong di cek di semua versi hp, atau buat versi lite nya, nasabah anda itu tidak semuanya ekonominya bagus buat beli hp yang bagus, masa di hp ram 4 udah ngebug.",1,46
"Fitur baik sekali dan cepat. Ini adalah dahulu. Update terakhir BRImo tidak akan terbuka jika ada aplikasi menggunakan fitur aksesibilitas. Smartphone adalah milik pribadi beserta fitur didalamnya. Jika BRImo berlaku mengunci fitur pada smartphone pribadi, lebih baik adakan gadget khusus mengakses BRImo. Sungguh mengecewakan.",1,43
"Mohon maaf ini ko lama2 jadi susah applikasi, setiap buka briguna mau liat hasil pinjaman ga pernah bisa, koneksi terputus terus sedangkan sinyal bagus. Dan Uang sisa hasil pinjaman sampai sekarang belum juga dibalikin. Mohon penjelasannya",5,45
"Setelah diupdate gak bisa buat log in, alesannya terkendala koneksi jaringan, padahal jaringannya bagus dan gak bermasalah. Tolong diperbaiki lagi aplikasinya, kalau kayak gini kan jadi gak bisa dipakai Brimo nya",1,66
"Tolong jawab min! Saya lupa password Terus sudah mengikuti langkah langkah dengan benar,tapi kenapa pas Nerima sms link pergantian pasword gak bisa di buka DEMI KENYAMANAN SAYA TOLONG DI BANTU!!!!!",4,0
"Lagi enak-enak nya pakai brimo sekarang gak bisa login setelah update muncul nonaktifkan menu aksesibilitas dan sampai sekarang gak bisa masuk lagi padahal dipengaturan udah non aktif.. Dibilangnya meningkatkan akun tapi yg ada malah memusingkan gak bisa transaksi ,udah coba ke kantor unit dan ke kantor cabang sama gak bisa malah bilang nya kepencet mungkin dipengaturan hanpone nya...",1,34
"Di username, tanda titiknya tidak bisa muncul (tidak kebaca), sehingga untuk login tidak bisa. Karena salah username. Bagaimana solusinya..",5,0
"kenapa sekarang brimo gangguan terus yaaa,awalnya sering logout sendiri,trus kemaren juga sudah scan qris tulisannya gagal,pas dicek di mutasi eh saldo udah ketarik,ehhh sekarang malah buka mutasi ga bisa,jadi bukti transfer liatnya di email aja,ini sangat mengecewakan dan menyulitkan.",1,44
"Transaksi setelah jam 00.00 nggak bisa.. biasanya jam 00.30 sudah bisa.. setelah di update malah nggak bisa sampai jam 01.00.. ini gimana.. tolong di perbaiki min.. saya sering transaksi di tengah mlm karena sya driver, kalau belanja2 di indo / alfa biasanya bayar pakai Qris, tolong di perbaiki lagi..tks.",3,27
"Semenjak pindah perangkat tidak bisa login dengan alasan nomor telpon yg terdaftar tidak terpasang di perangkat ini. Padahal simcard dan data seluleŕ sudah aktif. Paket internet pun ada. Brimo kenapa begitu, susah lah kalo cuma bisa dipake di satu perangkat. Karena hp saya yg satu rusak. Appk rusak. Sangat mengecewakan banyak pelanggan.",2,63
"Ini gimana sih suruh pengaturan aksesibilitas, dihp sya aksesibilitas udah ga aktif, tapi tetep aja g bisa diakses brimo nya... Lagi urgent bgt nih... Kecewa banget ih",3,0
Aplikasinya trll berat...aneh banget buka aplikasi aja g bisa2 yg infonya koneksi internet kurang baik...pdhl nonton youtube aja lancar2 aja g ada mslh..ini mo buka aplikasi sampe g bs..errornya koneksi kurang baik...aneh...!¡!! Buka youtube g ada mslh cm buka brimo smpe gagal berkali2..jd yg error aplikasi Brimo apa jaringanya...??? Kl jaringan knp nonton youtube lancar g ada mslh...ini sampe 30mnit mo login gagal trs krn koneksi internet kurang baik..aneh jd bingung,2,26
"Beberapa hari lalu update brimo, eh sesudah update malah ga bisa di pencet"" apliksinya, ketika aplikasi dipencet langsung terbuka, cuman saya tidak bisa mengakses ke dalamnya, udah restar hp, re-install berkali kali, hasilnya sama, tolong dong, kalau emang hp saya yg eror harusnya semua aplikasi juga tidak bisa, tapi ini hanya brimo aja, tolong dibantu min, semua transaksi saya pakai brimo",1,75
"Setelah di update, metode BI fast nya gagal terus, keterangannya kode gagal. Mohon perbaikan seperti semula sj, kadang updatenya kurang penting tp dipaksa untuk update, sy bilang dipaksa krn saat buka aplikasi tdk bs kalau tdk di update dl.",3,20
Cara daptar ribet harus memasukkan no hp yg terdaftar daptar di Bank klw no hp ga terdaftar di bank daptar akun brimo gagal terus.ga seperti aplikasi Livin yg daptar yh mudah cukup pake no rekening ajh undh bisa aktip,1,0
Bagaimana cara menonaktifkan sms notifikasi melalui aplikasi ini?? Di banyak website tercantum melalui pengaturan. Tapi menu pengaturan layanan sudah tidak ada. Licik ya kau. Nasabah dipaksa bayar sms notif yang ga penting itu (bukan notif transaksi),2,13
"Sebenarnya aplikasi ini sangat memudahkan nasabah untuk bisa bertransaksi seperti bank lainnya. Namun sangat di sayangkan ketika mau masuk susah banget! Apalagi kalo terkendala lupa ID/pass, padahal sudah minta lupa akun/pass dan sudah diberikan kode OTP. Tapi tetap tidak bisa masuk. Aneh sih",2,51
Sangat menyusahkan.. Setiap ganti hp.. Selalu sulit.. Nomer utama di gunakan sudah isi kuota dan untuk login.. Selalu susah.. Keterangan nomer tidak sesuai.. Permudahlah sedikit dengan sidik jari atau dengan wajah.. Atau telepon.. Dan tidak semua hp bisa akses.. Aneh ini aplikasi.. Keterlaluan sukar.. Jika ada pemberitahuan jika ganti device harus menunggu beberapa jam atau hari jika ada keterangan tak masalah.. Aplikasi brimo memang semakin buruk,1,43
"Entah apa masalahnya, akun brimo saya yang terblokir mau masuk lewat lupa pasword atau lewat lupa user nama selalu tidak bisa walaupun data yang di masukkan sudah benar...",3,0
"bri poin tidak bisa di tukar, Tidak ada menu topup dihalaman penukaran ,maupun penukaran barang/ voucher juga gak ada",2,0
"sebelum update aplikasi masih berfungsi normal gada kendala,habis update ke versi 2.80.0 malah ngebug mau masukin pasword nge freez trus balik ke tmpilan awal🤦",1,3
"Sejauh ini tidak ada masalah, tp kenapa update yg terbaru setting aksesibilitas untuk antivirus di hp harus dimatikan? Klo dinyalakan malah brimonya gak bisa dibuka. Padahal aplikasi mbanking lain fine2 aja.",3,12
"Jelek bgt, udah berulang kali mau login buat akun tapi gabisa terus!! Ga rekomend banget buat bank digital mending yang sebelah. Plis bagi temen²yang baru mau buat rekening baru saya ga rekomendasikan bank ini!. Banyak troublenya terus. Gaada perbaikan",1,43
Parah aplikasi brimo.. Tiba-tiba pasword salah... Terus ketika coba login ulang harus konfirmasi lewat email... Sedangkan kode otp tdk masuk ke akun,1,0
"""BRImo benar-benar aplikasi yang luar biasa! Tampilan yang modern, fitur lengkap, dan sangat user-friendly. Transaksi jadi lebih cepat dan mudah, mulai dari transfer, pembayaran tagihan, hingga top-up e-wallet. Cocok banget untuk kebutuhan sehari-hari. Terima kasih BRI atas inovasinya!""",5,179
"Mau buka Brimo taunya ada notif harus matiin fitur aksesibilitas, padahal fitur aksesibilitas punya saya sudah saya nonaktifkan, masih saja popup notifnya muncul, gmn ini?",3,0
"Anehhh mau daftar akun ga bisa, padahal sudah isi semua data yg diminta lengkap tapi tombol lanjutkan selalu tidak bisa di tekan. Sudah kesekian kali coba daftarkan akun, aplikasi sudah di update tapi ga ada kemajuan, apa yg di update selama ini kalo ga ada yg di perbaiki. Lebih baik tutup aja aplikasi BRImo ini, ga becus buat M-banking. Kembangkan dengan baik dulu baru buka lagi aplikasinya",1,59
"Nah gini donk , langsung di perbaiki , kan enak jadinya , loginnya berbagai jenis jaringan bisa melakukan login . Baru saya kasih bintang 5 , dan tolong tambahin fitur perpanjangan kartu kredit full online donk min , supaya bagi yang repor dalam dunia kerjanya dan tidak bisa ke bank buat perpanjangan , biar lebih mudah dan ga repor repot ke bank buat perpanjangan .🙏",5,360
"Setelah update, saya gak bisa masuk untuk mengakses brimo, keterangan jaringan anda kurang baik, apabila menggunakan jaringan seluler Tapi bila menggunakan jaringan WiFi bisa bisa masuk untuk mengakses nya, Ada apa ini? Paket data banyak, mengakses aplikasi yang lain lancar ""Tolong ya di perbaiki lagi aplikasi brimo nya"" Terimakasih",1,43
aku kesel sm bri aku kan sengaja simpan uang di rekening niatan mau nabung dikit² tapi ini malah ada notif tiap hari 1000 sampe 2500 notif ny biaya sms sms ap coba mereka yg ksih promo sms tapi di beban kan biaya ke nasabah jadi malaes aku buat nyimpan uang di bri lumayan kan tiap hari 1000 /3000 bisa habisin saldo kmrin nyobaain lagi transaksi di sisain saldo tiba² di potong lagi,1,1
"Aplikasi brimo sudah tidak ramah dengan pengguna tunanetra Masak kita diharuskan menonaktifkan fitur disabilitas? Biar apa sih? Untuk mengakses BRImo, mohon nonaktifkan fitur Aksesibilitas di aplikasi yang terinstal.Caranya, buka Pengaturan > Aksesibilitas > Pilih Aplikasi Terinstal yang Aktif > Nonaktifkan (Fitur aksesibilitas di setiap handphone mungkin berbeda). Info lebih lanjut, hubungi 1500017.",1,53
"tolong hapuskan biaya SMS notifikasi Melalui wa karna itu sangat tidak berguna dan secara tak langsung mengambil uang kami sedikit demi sedikit, notifikasi udah cukup dari email dan liat dari mutasi rekening, tidak usah pakai notifikasi wa 🫵🏻👍🏻",1,44
"aplikasi ga bisa dibuka, katanya ada bug pas udh dibersihin tetep ga bisa dibuka:( padahal butuh banget buat bayar², tapi ga bisa dipake:(",3,1
Masih tetap dengan trouble yang sama (masalah jaringan) sudah saya coba berbagai macam jaringan wifi dan data namun masih tidak bisa transaksi. Sudah saya tes jaringan (yg bermasalah memang aplikasinya karena tdk mau menerima sambungan koneksi),1,61
kenapa saat login eror kode rzpo dan ada email masuk dari BRI bahwa penggantian no tlp seluler berhasil dan penghapusan akun berhasil padahal saya tidak pernah melakukan itu,1,0
"Aplikasi sampah, masa karna ganti handphone untuk login saja di persulit selalu muncul mohon maaf, kami tidak bisa memproses transaksi mu mohon tunggu beberapa saat, tapi udah di tungguin seminggu sama aja kek gitu, sekalinya bisa login bilangnya nomor hp tidak sama padahal jelas"" no hp yang digunakan adalah nomor hp yang dipakai saat mendaftar, Rating bagus karna dibantu akun bot aja aslinya bintang 1 ni aplikasi, setelah menghubung bri lewat email hasinya tidak membantu sama sekali !",1,38
Tidak bisa mengetik tanda titik saat mau masuk ke akun brimo.. tolong banget saya sudah 3 bulan menunggu kejelasan Contact person tidak bisa di hubungi bot WhatsApp tidak ada pilihan untuk pengaduan ini,1,0
"BRImo bagus dalam aplikasinya Krn memudahkan kita untuk bertransaksi tanpa ada gangguan dan cepat, prosesnya mudah",5,0
"apalah ini, bug login dulu udah aman, sekarang malah muncul bug lagi. gagal login karena no hp gk sesuai ama yang terdaftar, giliran cek di ""lupa password"" no nya udah bener, orang login aja diperibet, keamanan si keamanan, tapi kalo kek gini malah bikin males. ngapain coba harus pake fitur login dengan no hp yang sesuai kalo masih banyak bugnya, kalo mau uji coba sesuatu minimal cek bug dulu lah, biar gk ngeibetin gini. jadi makin males make brimo",1,57
